timestamp,sensor_id,frecuencia_Hz,tipo_onda,ruido_db,aceleración_g_t-5s,aceleración_g
2025-06-25 12:32:10,S001,0.56,P,24.9,0.0922,0.0935
2025-06-25 12:32:15,S001,1.55,P,38.3,0.0935,0.0938
2025-06-25 12:32:20,S001,1.71,S,31.3,0.0938,0.0925
2025-06-25 12:32:25,S001,1.79,P,35.7,0.0925,0.0921
2025-06-25 12:32:30,S001,1.44,S,33.9,0.0921,0.0918
2025-06-25 12:32:35,S001,0.76,P,32.7,0.0918,0.0907
2025-06-25 12:32:40,S001,1.27,S,34.1,0.0907,0.0913
2025-06-25 12:32:45,S001,2.31,P,40.0,0.0913,0.0916
2025-06-25 12:32:50,S001,2.16,P,37.7,0.0916,0.0928
2025-06-25 12:32:55,S001,1.28,P,21.0,0.0928,0.091
2025-06-25 12:33:00,S001,1.21,P,32.5,0.091,0.091
2025-06-25 12:33:05,S001,1.41,S,42.8,0.091,0.0904
2025-06-25 12:33:10,S001,1.74,P,45.1,0.0904,0.0903
2025-06-25 12:33:15,S001,1.09,P,29.8,0.0903,0.0908
2025-06-25 12:33:20,S001,1.17,P,30.5,0.0908,0.0911
2025-06-25 12:33:25,S001,2.34,Surface,45.6,0.0911,0.091
2025-06-25 12:33:30,S001,1.27,P,35.4,0.091,0.0911
2025-06-25 12:33:35,S001,1.45,Surface,38.4,0.0911,0.0921
2025-06-25 12:33:40,S001,1.7,P,34.8,0.0921,0.0932
2025-06-25 12:33:45,S001,0.95,P,38.2,0.0932,0.0943
2025-06-25 12:33:50,S001,1.07,Surface,28.9,0.0943,0.0924
2025-06-25 12:33:55,S001,1.39,P,33.0,0.0924,0.0925
2025-06-25 12:34:00,S001,2.12,P,38.4,0.0925,0.0922
2025-06-25 12:34:05,S001,1.33,P,33.0,0.0922,0.0916
2025-06-25 12:34:10,S001,1.16,P,35.3,0.0916,0.0935
2025-06-25 12:34:15,S001,1.31,P,35.1,0.0935,0.0923
2025-06-25 12:34:20,S001,1.48,P,37.9,0.0923,0.0906
2025-06-25 12:34:25,S001,1.54,S,35.6,0.0906,0.089
2025-06-25 12:34:30,S001,1.69,P,34.9,0.089,0.0886
2025-06-25 12:34:35,S001,1.49,S,39.8,0.0886,0.0893
2025-06-25 12:34:40,S001,1.13,P,39.1,0.0893,0.0895
2025-06-25 12:34:45,S001,2.34,Surface,34.4,0.0895,0.0895
2025-06-25 12:34:50,S001,1.61,P,32.9,0.0895,0.0887
2025-06-25 12:34:55,S001,0.88,Surface,27.9,0.0887,0.0893
2025-06-25 12:35:00,S001,1.28,P,26.0,0.0893,0.0884
2025-06-25 12:35:05,S001,1.93,P,33.4,0.0884,0.0906
2025-06-25 12:35:10,S001,1.35,P,30.5,0.0906,0.0905
2025-06-25 12:35:15,S001,1.33,Surface,36.5,0.0905,0.0911
2025-06-25 12:35:20,S001,1.6,S,32.3,0.0911,0.0896
2025-06-25 12:35:25,S001,1.46,P,39.3,0.0896,0.0895
2025-06-25 12:35:30,S001,1.64,S,38.3,0.0895,0.0905
2025-06-25 12:35:35,S001,1.27,S,32.0,0.0905,0.091
2025-06-25 12:35:40,S001,0.5,P,43.9,0.091,0.0911
2025-06-25 12:35:45,S001,1.59,S,42.7,0.0911,0.0902
2025-06-25 12:35:50,S001,1.3,P,29.5,0.0902,0.0896
2025-06-25 12:35:55,S001,1.2,P,41.2,0.0896,0.0897
2025-06-25 12:36:00,S001,1.19,S,31.5,0.0897,0.0914
2025-06-25 12:36:05,S001,1.7,P,35.8,0.0914,0.0898
2025-06-25 12:36:10,S001,2.0,S,25.8,0.0898,0.0898
2025-06-25 12:36:15,S001,1.23,S,46.4,0.0898,0.0906
2025-06-25 12:36:20,S001,2.0,S,39.0,0.0906,0.1129
2025-06-25 12:36:25,S001,1.4,Surface,41.9,0.1129,0.1137
2025-06-25 12:36:30,S001,1.43,S,38.7,0.1137,0.1134
2025-06-25 12:36:35,S001,1.25,S,43.6,0.1134,0.1124
2025-06-25 12:36:40,S001,1.09,S,30.2,0.1124,0.1143
2025-06-25 12:36:45,S001,1.65,P,42.8,0.1143,0.1131
2025-06-25 12:36:50,S001,1.64,S,37.5,0.1131,0.1119
2025-06-25 12:36:55,S001,1.67,S,40.8,0.1119,0.1103
2025-06-25 12:37:00,S001,2.46,S,31.3,0.1103,0.1083
2025-06-25 12:37:05,S001,1.74,P,33.5,0.1083,0.1236
2025-06-25 12:37:10,S001,1.53,P,35.4,0.1236,0.1232
2025-06-25 12:37:15,S001,1.52,P,32.2,0.1232,0.1228
2025-06-25 12:37:20,S001,1.63,P,43.9,0.1228,0.1226
2025-06-25 12:37:25,S001,2.11,S,31.5,0.1226,0.1232
2025-06-25 12:37:30,S001,1.49,P,31.0,0.1232,0.1225
2025-06-25 12:37:35,S001,1.83,P,40.4,0.1225,0.12
2025-06-25 12:37:40,S001,1.02,P,30.8,0.12,0.1192
2025-06-25 12:37:45,S001,0.7,S,30.0,0.1192,0.1197
2025-06-25 12:37:50,S001,1.68,P,35.3,0.1197,0.12
2025-06-25 12:37:55,S001,1.42,S,30.7,0.12,0.1196
2025-06-25 12:38:00,S001,1.59,S,34.6,0.1196,0.1199
2025-06-25 12:38:05,S001,0.9,P,36.6,0.1199,0.1193
2025-06-25 12:38:10,S001,1.44,P,37.3,0.1193,0.1201
2025-06-25 12:38:15,S001,1.36,P,35.2,0.1201,0.1189
2025-06-25 12:38:20,S001,1.6,P,33.4,0.1189,0.1189
2025-06-25 12:38:25,S001,1.47,P,36.4,0.1189,0.1199
2025-06-25 12:38:30,S001,1.0,P,36.7,0.1199,0.1186
2025-06-25 12:38:35,S001,1.65,S,35.3,0.1186,0.1177
2025-06-25 12:38:40,S001,1.94,P,41.6,0.1177,0.1177
2025-06-25 12:38:45,S001,2.61,P,31.2,0.1177,0.1169
2025-06-25 12:38:50,S001,1.61,P,31.0,0.1169,0.1171
2025-06-25 12:38:55,S001,1.28,P,42.4,0.1171,0.1159
2025-06-25 12:39:00,S001,1.21,P,30.2,0.1159,0.1167
2025-06-25 12:39:05,S001,1.83,S,39.9,0.1167,0.1161
2025-06-25 12:39:10,S001,2.0,P,31.4,0.1161,0.1171
2025-06-25 12:39:15,S001,1.4,P,40.2,0.1171,0.1197
2025-06-25 12:39:20,S001,1.66,P,33.6,0.1197,0.1174
2025-06-25 12:39:25,S001,1.71,S,29.5,0.1174,0.1188
2025-06-25 12:39:30,S001,1.56,S,29.4,0.1188,0.1185
2025-06-25 12:39:35,S001,1.2,P,32.1,0.1185,0.1189
2025-06-25 12:39:40,S001,1.44,Surface,28.4,0.1189,0.1196
2025-06-25 12:39:45,S001,1.66,S,38.4,0.1196,0.1198
2025-06-25 12:39:50,S001,1.45,P,35.4,0.1198,0.1182
2025-06-25 12:39:55,S001,1.44,S,42.3,0.1182,0.1188
2025-06-25 12:40:00,S001,2.14,S,39.5,0.1188,0.1183
2025-06-25 12:40:05,S001,0.83,P,35.2,0.1183,0.1194
2025-06-25 12:40:10,S001,1.78,P,30.3,0.1194,0.1179
2025-06-25 12:40:15,S001,1.36,P,32.6,0.1179,0.1197
2025-06-25 12:40:20,S001,1.35,Surface,32.5,0.1197,0.1207
2025-06-25 12:40:25,S001,0.97,P,39.0,0.1207,0.1227
2025-06-25 12:40:30,S001,1.47,P,32.6,0.1227,0.1221
2025-06-25 12:40:35,S001,1.89,S,33.8,0.1221,0.1215
2025-06-25 12:40:40,S001,1.87,P,46.3,0.1215,0.1219
2025-06-25 12:40:45,S001,1.64,S,41.1,0.1219,0.1207
2025-06-25 12:40:50,S001,1.29,P,37.6,0.1207,0.1197
2025-06-25 12:40:55,S001,1.0,S,32.8,0.1197,0.1188
2025-06-25 12:41:00,S001,1.27,Surface,29.2,0.1188,0.1204
2025-06-25 12:41:05,S001,1.32,S,35.3,0.1204,0.1321
2025-06-25 12:41:10,S001,1.22,P,34.7,0.1321,0.1316
2025-06-25 12:41:15,S001,1.23,P,39.2,0.1316,0.1316
2025-06-25 12:41:20,S001,0.8,S,36.7,0.1316,0.1316
2025-06-25 12:41:25,S001,1.79,P,36.2,0.1316,0.1317
2025-06-25 12:41:30,S001,2.36,P,40.1,0.1317,0.1327
2025-06-25 12:41:35,S001,1.85,P,34.5,0.1327,0.1342
2025-06-25 12:41:40,S001,1.97,Surface,35.9,0.1342,0.1347
2025-06-25 12:41:45,S001,1.94,P,29.2,0.1347,0.1357
2025-06-25 12:41:50,S001,1.51,S,38.4,0.1357,0.1341
2025-06-25 12:41:55,S001,1.39,P,34.2,0.1341,0.1333
2025-06-25 12:42:00,S001,1.33,Surface,35.4,0.1333,0.1347
2025-06-25 12:42:05,S001,0.7,P,37.1,0.1347,0.1347
2025-06-25 12:42:10,S001,1.28,P,44.2,0.1347,0.1352
2025-06-25 12:42:15,S001,1.07,P,27.9,0.1352,0.1353
2025-06-25 12:42:20,S001,1.98,P,42.2,0.1353,0.1354
2025-06-25 12:42:25,S001,0.76,S,25.1,0.1354,0.1345
2025-06-25 12:42:30,S001,2.06,S,40.7,0.1345,0.134
2025-06-25 12:42:35,S001,1.69,P,28.7,0.134,0.1344
2025-06-25 12:42:40,S001,1.61,P,40.5,0.1344,0.1353
2025-06-25 12:42:45,S001,1.72,S,31.5,0.1353,0.1345
2025-06-25 12:42:50,S001,1.41,P,40.7,0.1345,0.1329
2025-06-25 12:42:55,S001,2.03,P,35.4,0.1329,0.133
2025-06-25 12:43:00,S001,1.7,Surface,34.2,0.133,0.1338
2025-06-25 12:43:05,S001,2.17,P,42.5,0.1338,0.1301
2025-06-25 12:43:10,S001,1.64,P,40.1,0.1301,0.1318
2025-06-25 12:43:15,S001,1.59,P,31.1,0.1318,0.1312
2025-06-25 12:43:20,S001,1.62,S,30.1,0.1312,0.133
2025-06-25 12:43:25,S001,1.38,P,20.0,0.133,0.1332
2025-06-25 12:43:30,S001,1.24,S,23.6,0.1332,0.1318
2025-06-25 12:43:35,S001,2.14,S,32.1,0.1318,0.1307
2025-06-25 12:43:40,S001,1.78,S,30.7,0.1307,0.1328
2025-06-25 12:43:45,S001,1.1,S,36.4,0.1328,0.1331
2025-06-25 12:43:50,S001,0.96,P,31.2,0.1331,0.1332
2025-06-25 12:43:55,S001,1.02,P,34.2,0.1332,0.1328
2025-06-25 12:44:00,S001,0.87,S,20.0,0.1328,0.1331
2025-06-25 12:44:05,S001,1.52,P,33.9,0.1331,0.1325
2025-06-25 12:44:10,S001,1.16,P,31.6,0.1325,0.1317
2025-06-25 12:44:15,S001,2.02,P,22.8,0.1317,0.1321
2025-06-25 12:44:20,S001,1.4,P,40.6,0.1321,0.1315
2025-06-25 12:44:25,S001,1.29,P,29.4,0.1315,0.1307
2025-06-25 12:44:30,S001,1.6,P,33.0,0.1307,0.1315
2025-06-25 12:44:35,S001,1.81,P,35.2,0.1315,0.1312
2025-06-25 12:44:40,S001,1.34,P,35.7,0.1312,0.1319
2025-06-25 12:44:45,S001,1.09,S,31.8,0.1319,0.1323
2025-06-25 12:44:50,S001,1.17,S,30.1,0.1323,0.1337
2025-06-25 12:44:55,S001,1.37,S,34.8,0.1337,0.134
2025-06-25 12:45:00,S001,0.91,P,30.1,0.134,0.134
2025-06-25 12:45:05,S001,1.61,P,44.8,0.134,0.1353
2025-06-25 12:45:10,S001,0.99,S,37.0,0.1353,0.1351
2025-06-25 12:45:15,S001,1.39,P,34.8,0.1351,0.1345
2025-06-25 12:45:20,S001,1.86,P,28.2,0.1345,0.1344
2025-06-25 12:45:25,S001,1.93,P,40.4,0.1344,0.134
2025-06-25 12:45:30,S001,1.34,P,35.6,0.134,0.1364
2025-06-25 12:45:35,S001,1.24,P,37.2,0.1364,0.1367
2025-06-25 12:45:40,S001,1.33,P,41.8,0.1367,0.1395
2025-06-25 12:45:45,S001,1.82,P,39.5,0.1395,0.1402
2025-06-25 12:45:50,S001,1.32,P,33.3,0.1402,0.1417
2025-06-25 12:45:55,S001,1.67,P,37.7,0.1417,0.1412
2025-06-25 12:46:00,S001,1.99,P,34.6,0.1412,0.1404
2025-06-25 12:46:05,S001,1.5,S,35.2,0.1404,0.1404
2025-06-25 12:46:10,S001,1.36,Surface,39.0,0.1404,0.1398
2025-06-25 12:46:15,S001,1.58,P,32.9,0.1398,0.1415
2025-06-25 12:46:20,S001,1.13,S,36.6,0.1415,0.1406
2025-06-25 12:46:25,S001,1.69,P,42.2,0.1406,0.142
2025-06-25 12:46:30,S001,1.02,P,30.2,0.142,0.1424
2025-06-25 12:46:35,S001,1.28,P,39.0,0.1424,0.1431
2025-06-25 12:46:40,S001,1.52,P,41.9,0.1431,0.1426
2025-06-25 12:46:45,S001,1.9,Surface,32.1,0.1426,0.1423
2025-06-25 12:46:50,S001,2.06,S,36.9,0.1423,0.142
2025-06-25 12:46:55,S001,1.34,P,31.5,0.142,0.1437
2025-06-25 12:47:00,S001,1.4,P,28.6,0.1437,0.1428
2025-06-25 12:47:05,S001,1.77,P,41.4,0.1428,0.1446
2025-06-25 12:47:10,S001,1.85,P,35.5,0.1446,0.1436
2025-06-25 12:47:15,S001,1.59,P,38.5,0.1436,0.1442
2025-06-25 12:47:20,S001,1.39,S,34.3,0.1442,0.1432
2025-06-25 12:47:25,S001,2.46,P,31.3,0.1432,0.1427
2025-06-25 12:47:30,S001,0.72,P,44.9,0.1427,0.1667
2025-06-25 12:47:35,S001,1.73,P,25.7,0.1667,0.1684
2025-06-25 12:47:40,S001,1.76,P,32.9,0.1684,0.168
2025-06-25 12:47:45,S001,2.03,P,34.7,0.168,0.1675
2025-06-25 12:47:50,S001,1.45,S,40.3,0.1675,0.1661
2025-06-25 12:47:55,S001,1.7,S,36.8,0.1661,0.166
2025-06-25 12:48:00,S001,1.3,P,37.6,0.166,0.166
2025-06-25 12:48:05,S001,1.9,P,27.5,0.166,0.1666
2025-06-25 12:48:10,S001,1.34,P,34.0,0.1666,0.1682
2025-06-25 12:48:15,S001,0.89,S,38.9,0.1682,0.1662
2025-06-25 12:48:20,S001,1.72,S,41.5,0.1662,0.1671
2025-06-25 12:48:25,S001,1.92,P,45.4,0.1671,0.1667
2025-06-25 12:48:30,S001,1.52,S,38.1,0.1667,0.1669
2025-06-25 12:48:35,S001,1.44,P,35.9,0.1669,0.1675
2025-06-25 12:48:40,S001,1.79,S,34.3,0.1675,0.1671
2025-06-25 12:48:45,S001,1.46,Surface,32.0,0.1671,0.1682
2025-06-25 12:48:50,S001,1.59,S,38.6,0.1682,0.1673
2025-06-25 12:48:55,S001,1.47,S,35.9,0.1673,0.1695
2025-06-25 12:49:00,S001,1.55,S,37.0,0.1695,0.1675
2025-06-25 12:49:05,S001,1.41,P,38.9,0.1675,0.1679
2025-06-25 12:49:10,S001,2.11,P,34.8,0.1679,0.1679
2025-06-25 12:49:15,S001,1.69,P,33.6,0.1679,0.1702
2025-06-25 12:49:20,S001,1.68,P,35.5,0.1702,0.1701
2025-06-25 12:49:25,S001,1.56,P,34.2,0.1701,0.171
2025-06-25 12:49:30,S001,1.47,P,37.3,0.171,0.1725
2025-06-25 12:49:35,S001,1.86,S,42.4,0.1725,0.1717
2025-06-25 12:49:40,S001,1.4,P,39.2,0.1717,0.172
2025-06-25 12:49:45,S001,1.73,P,31.8,0.172,0.1724
2025-06-25 12:49:50,S001,1.56,P,39.0,0.1724,0.1737
2025-06-25 12:49:55,S001,1.1,P,39.3,0.1737,0.1744
2025-06-25 12:50:00,S001,1.83,S,41.9,0.1744,0.1734
2025-06-25 12:50:05,S001,0.99,P,43.6,0.1734,0.1726
2025-06-25 12:50:10,S001,1.49,P,31.4,0.1726,0.1723
2025-06-25 12:50:15,S001,1.35,S,36.7,0.1723,0.1721
2025-06-25 12:50:20,S001,1.72,P,32.1,0.1721,0.1727
2025-06-25 12:50:25,S001,1.9,S,34.8,0.1727,0.1728
2025-06-25 12:50:30,S001,1.06,Surface,39.3,0.1728,0.173
2025-06-25 12:50:35,S001,1.53,P,32.0,0.173,0.1737
2025-06-25 12:50:40,S001,1.91,P,30.1,0.1737,0.1717
2025-06-25 12:50:45,S001,1.0,Surface,31.3,0.1717,0.1724
2025-06-25 12:50:50,S001,2.45,P,36.2,0.1724,0.1732
2025-06-25 12:50:55,S001,0.88,P,29.7,0.1732,0.1735
2025-06-25 12:51:00,S001,1.58,P,35.7,0.1735,0.1734
2025-06-25 12:51:05,S001,1.3,P,37.7,0.1734,0.1735
2025-06-25 12:51:10,S001,1.59,P,27.4,0.1735,0.172
2025-06-25 12:51:15,S001,0.9,S,35.5,0.172,0.1719
2025-06-25 12:51:20,S001,1.73,P,34.2,0.1719,0.1711
2025-06-25 12:51:25,S001,1.81,P,33.4,0.1711,0.1708
2025-06-25 12:51:30,S001,1.14,S,41.5,0.1708,0.1702
2025-06-25 12:51:35,S001,1.77,P,36.8,0.1702,0.1692
2025-06-25 12:51:40,S001,1.3,P,31.3,0.1692,0.1689
2025-06-25 12:51:45,S001,1.23,P,35.4,0.1689,0.1699
2025-06-25 12:51:50,S001,1.43,Surface,35.5,0.1699,0.169
2025-06-25 12:51:55,S001,1.7,S,31.5,0.169,0.1689
2025-06-25 12:52:00,S001,1.77,P,39.4,0.1689,0.1696
2025-06-25 12:52:05,S001,1.61,S,37.2,0.1696,0.1697
2025-06-25 12:52:10,S001,0.65,S,39.0,0.1697,0.1708
2025-06-25 12:52:15,S001,1.0,Surface,33.7,0.1708,0.1705
2025-06-25 12:52:20,S001,1.53,P,33.1,0.1705,0.17
2025-06-25 12:52:25,S001,0.99,S,38.1,0.17,0.1706
2025-06-25 12:52:30,S001,1.94,S,35.6,0.1706,0.1711
2025-06-25 12:52:35,S001,1.98,S,36.5,0.1711,0.1712
2025-06-25 12:52:40,S001,1.55,P,33.2,0.1712,0.1714
2025-06-25 12:52:45,S001,2.0,Surface,30.5,0.1714,0.1714
2025-06-25 12:52:50,S001,1.14,P,39.1,0.1714,0.1726
2025-06-25 12:52:55,S001,1.86,P,32.5,0.1726,0.1739
2025-06-25 12:53:00,S001,1.74,Surface,33.3,0.1739,0.1729
2025-06-25 12:53:05,S001,1.81,P,35.6,0.1729,0.174
2025-06-25 12:53:10,S001,1.79,Surface,43.4,0.174,0.176
2025-06-25 12:53:15,S001,1.65,Surface,35.4,0.176,0.1767
2025-06-25 12:53:20,S001,0.98,P,22.4,0.1767,0.1766
2025-06-25 12:53:25,S001,2.21,S,39.7,0.1766,0.1764
2025-06-25 12:53:30,S001,1.12,Surface,37.3,0.1764,0.1749
2025-06-25 12:53:35,S001,1.21,S,30.9,0.1749,0.1757
2025-06-25 12:53:40,S001,1.27,P,25.2,0.1757,0.1766
2025-06-25 12:53:45,S001,2.11,P,30.4,0.1766,0.1745
2025-06-25 12:53:50,S001,1.28,S,27.6,0.1745,0.175
2025-06-25 12:53:55,S001,1.84,P,30.6,0.175,0.1752
2025-06-25 12:54:00,S001,1.33,P,30.8,0.1752,0.1743
2025-06-25 12:54:05,S001,1.37,P,40.4,0.1743,0.1724
2025-06-25 12:54:10,S001,1.53,P,32.5,0.1724,0.1729
2025-06-25 12:54:15,S001,1.35,P,23.1,0.1729,0.1735
2025-06-25 12:54:20,S001,1.23,S,32.3,0.1735,0.172
2025-06-25 12:54:25,S001,1.72,P,36.9,0.172,0.1711
2025-06-25 12:54:30,S001,2.46,P,29.7,0.1711,0.1707
2025-06-25 12:54:35,S001,0.8,P,38.0,0.1707,0.1699
2025-06-25 12:54:40,S001,0.63,P,32.9,0.1699,0.17
2025-06-25 12:54:45,S001,1.33,P,37.4,0.17,0.1686
2025-06-25 12:54:50,S001,1.04,P,29.7,0.1686,0.1689
2025-06-25 12:54:55,S001,2.09,P,33.4,0.1689,0.1681
2025-06-25 12:55:00,S001,2.18,S,29.0,0.1681,0.1658
2025-06-25 12:55:05,S001,1.46,S,46.8,0.1658,0.1665
2025-06-25 12:55:10,S001,1.61,P,41.0,0.1665,0.1823
2025-06-25 12:55:15,S001,2.11,S,37.1,0.1823,0.1823
2025-06-25 12:55:20,S001,1.81,P,40.9,0.1823,0.182
2025-06-25 12:55:25,S001,1.61,S,35.2,0.182,0.1836
2025-06-25 12:55:30,S001,2.34,Surface,37.8,0.1836,0.1824
2025-06-25 12:55:35,S001,1.09,P,35.8,0.1824,0.1828
2025-06-25 12:55:40,S001,1.4,P,34.4,0.1828,0.1816
2025-06-25 12:55:45,S001,1.84,P,32.5,0.1816,0.1812
2025-06-25 12:55:50,S001,1.71,P,37.0,0.1812,0.1808
2025-06-25 12:55:55,S001,1.85,S,32.3,0.1808,0.1802
2025-06-25 12:56:00,S001,0.95,S,36.4,0.1802,0.181
2025-06-25 12:56:05,S001,1.43,P,34.1,0.181,0.1813
2025-06-25 12:56:10,S001,1.05,Surface,37.8,0.1813,0.1824
2025-06-25 12:56:15,S001,1.96,S,31.5,0.1824,0.1827
2025-06-25 12:56:20,S001,1.83,P,38.8,0.1827,0.1823
2025-06-25 12:56:25,S001,1.52,P,40.4,0.1823,0.1818
2025-06-25 12:56:30,S001,1.16,P,30.8,0.1818,0.183
2025-06-25 12:56:35,S001,1.48,P,33.6,0.183,0.1833
2025-06-25 12:56:40,S001,1.62,S,26.5,0.1833,0.1833
2025-06-25 12:56:45,S001,1.7,P,30.9,0.1833,0.1823
2025-06-25 12:56:50,S001,1.16,P,40.8,0.1823,0.184
2025-06-25 12:56:55,S001,1.31,P,29.9,0.184,0.1837
2025-06-25 12:57:00,S001,1.18,P,40.8,0.1837,0.1832
2025-06-25 12:57:05,S001,1.3,S,39.7,0.1832,0.1815
2025-06-25 12:57:10,S001,1.44,P,45.3,0.1815,0.1815
2025-06-25 12:57:15,S001,1.36,S,33.6,0.1815,0.1817
2025-06-25 12:57:20,S001,1.25,S,35.0,0.1817,0.1828
2025-06-25 12:57:25,S001,1.82,S,31.0,0.1828,0.1823
2025-06-25 12:57:30,S001,2.21,P,43.2,0.1823,0.1807
2025-06-25 12:57:35,S001,2.08,Surface,44.1,0.1807,0.1796
2025-06-25 12:57:40,S001,1.87,P,35.5,0.1796,0.1792
2025-06-25 12:57:45,S001,2.06,P,36.3,0.1792,0.18
2025-06-25 12:57:50,S001,1.03,P,29.3,0.18,0.1806
2025-06-25 12:57:55,S001,0.74,P,36.3,0.1806,0.1811
2025-06-25 12:58:00,S001,1.5,Surface,34.6,0.1811,0.1819
2025-06-25 12:58:05,S001,1.07,P,43.9,0.1819,0.1837
2025-06-25 12:58:10,S001,1.42,S,31.4,0.1837,0.1827
2025-06-25 12:58:15,S001,1.67,Surface,38.8,0.1827,0.1819
2025-06-25 12:58:20,S001,1.46,P,34.5,0.1819,0.1841
2025-06-25 12:58:25,S001,1.61,P,36.3,0.1841,0.1847
2025-06-25 12:58:30,S001,1.23,S,28.9,0.1847,0.1868
2025-06-25 12:58:35,S001,1.32,P,33.0,0.1868,0.1868
2025-06-25 12:58:40,S001,1.78,S,37.9,0.1868,0.1845
2025-06-25 12:58:45,S001,1.68,S,32.6,0.1845,0.1847
2025-06-25 12:58:50,S001,2.11,S,36.9,0.1847,0.1847
2025-06-25 12:58:55,S001,1.64,P,28.4,0.1847,0.1849
2025-06-25 12:59:00,S001,1.94,S,36.1,0.1849,0.1845
2025-06-25 12:59:05,S001,1.65,P,36.7,0.1845,0.1847
2025-06-25 12:59:10,S001,1.47,P,34.3,0.1847,0.1835
2025-06-25 12:59:15,S001,0.8,S,37.4,0.1835,0.1816
2025-06-25 12:59:20,S001,1.62,P,35.2,0.1816,0.1819
2025-06-25 12:59:25,S001,1.7,P,43.2,0.1819,0.1829
2025-06-25 12:59:30,S001,1.73,S,40.6,0.1829,0.1827
2025-06-25 12:59:35,S001,1.46,P,37.1,0.1827,0.1827
2025-06-25 12:59:40,S001,1.93,S,29.5,0.1827,0.182
2025-06-25 12:59:45,S001,1.59,P,33.0,0.182,0.1821
2025-06-25 12:59:50,S001,1.3,P,36.7,0.1821,0.183
2025-06-25 12:59:55,S001,1.65,P,35.4,0.183,0.182
